CH1,CH2,CH3
1.444770283,78.8832284,0.234604106
1.630498534,78.59016377,0.224828935
1.84457478,78.34594325,0.304985337
2.06744868,78.10172273,0.730205279
2.28054741,77.80865811,1.320625611
2.468230694,77.41790527,1.400782014
2.62170088,76.97830833,0.560117302
2.727272727,76.53871139,0.124633431
2.795698925,76.09911446,0.069892473
2.846529814,75.56182931,0.08455523
2.877810362,74.97570006,0.10459433
2.890518084,74.3407267,0.119745846
2.88856305,73.80344156,0.124633431
2.87487781,73.2173123,0.134897361
2.850439883,72.68002716,0.139784946
2.815249267,72.24043022,0.144672532
2.766373412,71.80083328,0.149560117
2.705767351,71.41008045,0.154936461
2.633431085,71.06817172,0.149560117
2.551319648,70.72626299,0.144672532
2.471163245,70.38435426,0.134897361
2.389051808,69.94475732,0.134897361
2.296187683,69.50516038,0.124633431
2.198435973,68.96787523,0.099706745
2.101661779,68.43059009,0.069892473
2.009775171,67.94214904,0.024437928
1.9257087,67.4048639,-0.025415445
1.8514174,66.91642285,-0.070381232
1.786901271,66.52567002,-0.105571848
1.732160313,66.96526696,-0.140273705
1.687194526,69.55400448,-0.150537634
1.649071359,75.75720573,-0.140273705
1.620723363,85.28180606,-0.100195503
1.599217986,95.88097669,-0.045454545
1.578690127,104.7217596,0.009775171
1.557184751,110.9738049,0.059628543
1.535679374,115.0767097,0.099706745
1.515151515,117.9096677,0.129521017
1.494623656,119.8145878,0.149560117
1.47311828,120.7914699,0.169599218
1.450635386,120.9868463,0.184750733
1.428152493,120.4495611,0.189638319
1.403714565,119.4726791,0.189638319
1.377321603,118.1050441,0.189638319
1.351906158,116.4443446,0.189638319
1.333333333,114.3440481,0.189638319
1.31769306,111.9995311,0.189638319
1.300097752,109.3131054,0.189638319
1.282502444,106.3824591,0.184750733
1.265884653,103.2564364,0.189638319
1.250244379,99.93503734,0.209677419
1.23655914,96.41826183,0.22971652
1.2228739,92.80379812,0.249755621
1.207233627,89.23817851,0.284946237
1.189638319,86.06331173,0.314760508
1.168132942,83.4257301,0.325024438
1.144672532,81.42312182,0.289833822
1.128054741,79.86011049,0.224828935
1.121212121,78.78554019,0.169599218
1.127077224,78.05287863,0.144672532
1.159335288,77.56443758,0.144672532
1.231671554,77.17368475,0.139784946
1.350928641,76.78293192,0.124633431
1.516129032,76.53871139,0.129521017
1.715542522,76.29449087,0.294721408
1.930596285,76.05027035,0.820136852
2.143695015,75.75720573,1.180351906
2.337243402,75.415297,0.745356794
2.499511241,75.17107648,0.134897361
2.625610948,74.78032364,-0.045454545
2.708699902,74.43841491,-0.020527859
2.759530792,73.90112976,0.004398827
2.791788856,73.41268872,0.024437928
2.80742913,72.92424768,0.039589443
2.808406647,72.43580664,0.044477028
2.795698925,71.9962097,0.044477028
2.77028348,71.50776865,0.054740958
2.734115347,71.11701582,0.059628543
2.687194526,70.72626299,0.059628543
2.629521017,70.48204247,0.064516129
2.560117302,70.18897784,0.064516129
2.479960899,69.79822501,0.059628543
2.401759531,69.50516038,0.054740958
2.322580645,69.06556344,0.054740958
2.230694037,68.6259665,0.049853372
2.132942326,68.03983725,0.029814272
2.036168133,67.55139621,-0.000488759
1.942326491,66.96526696,-0.035190616
1.856304985,66.42798181,-0.080645161
1.780058651,65.93954077,-0.120234604
1.715542522,65.59763204,-0.15542522
1.661779081,66.13491718,-0.170576735
1.616813294,68.72365471,-0.175464321
1.581622678,74.97570006,-0.150537634
1.556207234,84.5979886,-0.100195503
1.536656891,95.19715923,-0.04056696
1.517106549,103.8425657,0.024437928
1.49657869,109.8503905,0.069892473
1.475073314,113.806763,0.109481916
1.451612903,116.4443446,0.139784946
1.427174976,117.9096677,0.164711632
1.401759531,118.3492647,0.184750733
1.375366569,118.0562,0.199902248
1.348973607,117.0304738,0.209677419
1.322580645,115.7605271,0.209677419
1.298142717,114.0998276,0.214565005
1.27370479,112.2437516,0.224828935
1.256109482,110.094611,0.22971652
1.242424242,107.750094,0.22971652
1.226783969,105.1613565,0.22971652
1.212121212,102.3772426,0.23998045
1.198435973,99.34890809,0.269794721
1.18572825,96.17404131,0.289833822
1.173998045,92.80379812,0.309872923
1.16226784,89.48239903,0.349951124
1.149560117,86.35637635,0.38514174
1.133919844,83.81648293,0.394916911
1.114369501,81.81387466,0.369990225
1.090909091,80.49508384,0.304985337
1.0742913,79.56704586,0.249755621
1.066471163,78.9320725,0.219941349
1.070381232,78.49247557,0.219941349
1.100684262,78.19941094,0.224828935
1.172043011,77.85750221,0.22971652
1.290322581,77.46674938,0.219941349
1.454545455,77.22252885,0.359726295
1.65200391,76.92946423,0.88514174
1.867057674,76.68524371,1.345552297
2.080156403,76.34333498,1.015151515
2.27370479,75.90373804,0.339687195
2.436950147,75.56182931,0.074780059
2.563049853,75.12223237,0.064516129
2.644183773,74.68263543,0.099706745
2.692082111,74.19419439,0.11485826
2.720430108,73.65690924,0.124633431
2.730205279,73.2173123,0.134897361
2.725317693,72.87540357,0.144672532
2.706744868,72.48465074,0.149560117
2.676441838,72.09389791,0.154936461
2.635386119,71.75198918,0.164711632
2.583577713,71.41008045,0.164711632
2.521994135,71.11701582,0.169599218
2.450635386,70.82395119,0.174975562
2.370478983,70.43319836,0.174975562
2.294232649,69.94475732,0.169599218
2.217986315,69.40747217,0.164711632
2.131964809,68.87018702,0.144672532
2.043010753,68.23521367,0.124633431
1.956989247,67.60024031,0.094819159
1.875855327,67.06295517,0.054740958
1.804496579,66.52567002,0.009775171
1.743890518,66.13491718,-0.025415445
1.694037146,66.62335823,-0.04056696
1.652981427,69.50516038,-0.045454545
1.619745846,76.19680266,-0.015151515
1.593352884,86.25868815,0.029814272
1.572825024,96.80901467,0.089931574
1.558162268,105.1613565,0.154936461
1.544477028,110.8272726,0.204789834
1.528836755,114.5394245,0.249755621
1.513196481,117.1770061,0.280058651
1.49657869,118.8865498,0.300097752
1.478005865,119.5703673,0.319648094
1.458455523,119.4238349,0.329912023
1.438905181,118.6911734,0.339687195
1.417399804,117.6166031,0.345063539
1.395894428,116.2489682,0.345063539
1.376344086,114.6371127,0.349951124
1.357771261,112.6833486,0.349951124
1.345063539,110.4853639,0.349951124
1.33431085,108.0920028,0.349951124
1.321603128,105.5032652,0.349951124
1.308895406,102.6214631,0.349951124
1.2971652,99.4954404,0.365102639
1.286412512,96.22288542,0.390029326
1.275659824,92.85264222,0.404692082
1.262952102,89.53124313,0.434995112
1.247311828,86.50290867,0.464809384
1.227761486,84.01185935,0.470185728
1.205278592,82.10693928,0.444770283
1.184750733,80.88583668,0.38514174
1.174975562,80.0066428,0.319648094
1.183773216,79.37166944,0.280058651
1.217008798,78.8832284,0.274682307
1.289345064,78.49247557,0.274682307
1.408602151,78.10172273,0.264907136
1.572825024,77.80865811,0.26001955
1.771260997,77.46674938,0.404692082
1.987292278,77.12484065,0.935483871
2.200391007,76.78293192,1.460899316
2.395894428,76.44102319,1.190615836
2.560117302,76.05027035,0.484848485
2.688172043,75.61067341,0.129521017
2.779081134,75.12223237,0.099706745
2.833822092,74.63379133,0.11485826
2.862170088,74.04766208,0.129521017
2.875855327,73.41268872,0.139784946
2.875855327,72.87540357,0.144672532
2.863147605,72.24043022,0.149560117
2.839687195,71.75198918,0.154936461
2.805474096,71.36123634,0.164711632
2.760508309,70.97048351,0.169599218
2.716520039,70.62857478,0.174975562
2.66568915,70.23782194,0.174975562
2.594330401,69.94475732,0.174975562
2.51026393,69.55400448,0.174975562
2.416422287,69.11440755,0.169599218
2.327468231,68.67481061,0.154936461
2.24340176,68.23521367,0.134897361
2.153470186,67.79561673,0.109481916
2.063538612,67.35601979,0.074780059
1.979472141,66.86757875,0.034701857
1.905180841,66.37913771,-0.01026393
1.841642229,66.13491718,-0.050342131
1.787878788,67.11179927,-0.075268817
1.743890518,70.97048351,-0.075268817
1.708699902,78.78554019,-0.050342131
1.678396872,89.38471082,-0.000488759
1.65200391,99.88619324,0.064516129
1.631476051,107.9943145,0.129521017
1.613880743,113.5136983,0.184750733
1.593352884,117.3235385,0.22971652
1.57086999,119.912276,0.26001955
1.546432063,121.6218196,0.280058651
1.521016618,122.3544812,0.300097752
1.494623656,122.3544812,0.309872923
1.468230694,121.8660402,0.319648094
1.440860215,120.9868463,0.325024438
1.412512219,119.8145878,0.325024438
1.38514174,118.3004205,0.325024438
1.359726295,116.4443446,0.325024438
1.336265885,114.295204,0.329912023
1.319648094,111.8529988,0.329912023
1.306940371,109.1177289,0.325024438
1.292277615,106.1870827,0.339687195
1.276637341,103.0122159,0.365102639
1.261974585,99.59312861,0.379765396
1.248289345,96.0763531,0.404692082
1.233626588,92.5595776,0.434995112
1.216031281,89.28702261,0.455034213
1.195503421,86.55175277,0.444770283
1.173020528,84.35376808,0.399804497
1.154447703,82.74191264,0.334799609
1.149560117,81.56965413,0.280058651
1.163245357,80.69046026,0.26001955
1.205278592,80.10433101,0.254643206
1.291300098,79.66473407,0.26001955
1.427174976,79.32282534,0.249755621
1.610948192,78.9320725,0.284946237
1.829912023,78.54131967,0.600195503
2.065493646,78.24825504,1.225317693
2.298142717,77.85750221,1.430596285
2.508308895,77.46674938,0.804985337
2.684261975,77.02715244,0.224828935
2.823069404,76.68524371,0.079667644
2.923753666,76.19680266,0.089931574
2.990224829,75.61067341,0.10459433
3.025415445,75.07338827,0.119745846
3.039100684,74.48725902,0.129521017
3.041055718,73.85228566,0.134897361
3.031280547,73.31500051,0.144672532
3.009775171,72.77771537,0.154936461
2.976539589,72.28927432,0.164711632
2.930596285,71.94736559,0.169599218
2.871945259,71.55661276,0.169599218
2.80058651,71.21470403,0.169599218
2.717497556,70.9216394,0.169599218
2.623655914,70.53088657,0.169599218
2.521994135,70.18897784,0.154936461
2.426197458,69.7493809,0.139784946
2.33431085,69.30978396,0.119745846
2.234604106,68.87018702,0.08455523
2.135874878,68.43059009,0.039589443
2.042033236,67.99099315,-0.005376344
1.956989247,67.5025521,-0.045454545
1.883675464,67.69792852,-0.075268817
1.819159335,69.65169269,-0.090420332
1.765395894,75.12223237,-0.085532747
1.721407625,84.06070345,-0.045454545
1.685239492,94.61102998,0.009775171
1.653958944,103.9402539,0.079667644
1.627565982,110.8272726,0.144672532
1.607038123,115.4674625,0.195014663
1.588465298,118.7888616,0.234604106
1.566959922,121.1333786,0.26001955
1.543499511,122.3544812,0.280058651
1.519061584,122.745234,0.284946237
1.492668622,122.4521694,0.294721408
1.46627566,121.6706637,0.300097752
1.439882698,120.6937817,0.304985337
1.413489736,119.2284585,0.304985337
1.388074291,117.4700708,0.304985337
1.363636364,115.3697743,0.304985337
1.340175953,112.9764132,0.300097752
1.321603128,110.3876757,0.300097752
1.307917889,107.5058735,0.304985337
1.292277615,104.3798508,0.334799609
1.275659824,101.0584517,0.35483871
1.259042033,97.59052034,0.37487781
1.242424242,94.07374483,0.410068426
1.2228739,90.60581343,0.434995112
1.202346041,87.52863486,0.430107527
1.179863148,85.03758554,0.390029326
1.157380254,83.18150958,0.319648094
1.142717498,81.86271876,0.26001955
1.146627566,80.88583668,0.234604106
1.181818182,80.25086332,0.22971652
1.240469208,79.81126638,0.22971652
1.332355816,79.46935765,0.219941349
1.477028348,79.17629303,0.244868035
1.666666667,78.9320725,0.515151515
1.885630499,78.59016377,1.130498534
2.114369501,78.24825504,1.390518084
2.333333333,77.80865811,0.840175953
2.52688172,77.36906117,0.23998045
2.686217009,76.88062012,0.069892473
2.80742913,76.34333498,0.079667644
2.893450635,75.75720573,0.099706745
2.950146628,75.17107648,0.109481916
2.979472141,74.53610312,0.11485826
2.989247312,73.99881797,0.119745846
2.987292278,73.51037693,0.124633431
2.974584555,72.97309178,0.129521017
2.94916911,72.63118305,0.129521017
2.911045943,72.24043022,0.129521017
2.860215054,71.94736559,0.129521017
2.796676442,71.60545686,0.124633431
2.720430108,71.31239224,0.11485826
2.633431085,70.9216394,0.109481916
2.537634409,70.53088657,0.099706745
2.434995112,70.09128963,0.074780059
2.340175953,69.60284859,0.049853372
2.249266862,69.11440755,0.019550342
2.151515152,68.6259665,-0.025415445
2.055718475,68.08868136,-0.070381232
1.965786901,67.60024031,-0.105571848
1.885630499,67.69792852,-0.145650049
1.815249267,69.30978396,-0.160312805
1.755620723,74.24303849,-0.15542522
1.705767351,82.79075674,-0.115347019
1.664711632,93.24339506,-0.070381232
1.631476051,102.8168395,-0.005376344
1.602150538,109.9480787,0.059628543
1.57771261,114.7348009,0.10459433
1.558162268,118.0562,0.129521017
1.54056696,120.2541847,0.154936461
1.519061584,121.3775991,0.174975562
1.49657869,121.6218196,0.184750733
1.47311828,121.1822227,0.189638319
1.447702835,120.3030288,0.189638319
1.420332356,119.0330821,0.199902248
1.391006843,117.567759,0.199902248
1.362658847,115.6628389,0.195014663
1.335288368,113.5136983,0.195014663
1.309872923,111.1203372,0.195014663
1.285434995,108.4827556,0.199902248
1.267839687,105.6009534,0.219941349
1.255131965,102.4749308,0.234604106
1.241446725,99.10468757,0.254643206
1.226783969,95.63675617,0.289833822
1.212121212,92.07113655,0.319648094
1.196480938,88.70089336,0.329912023
1.179863148,85.721403,0.300097752
1.159335288,83.37688599,0.23998045
1.136852395,81.61849824,0.174975562
1.11827957,80.34855153,0.139784946
1.115347019,79.46935765,0.134897361
1.140762463,78.8832284,0.134897361
1.207233627,78.44363146,0.129521017
1.2971652,78.05287863,0.124633431
1.418377322,77.80865811,0.26001955
1.589442815,77.56443758,0.780058651
1.795698925,77.32021706,1.215542522
2.015640274,77.02715244,0.845063539
2.228739003,76.73408781,0.179863148
2.418377322,76.34333498,-0.045454545
2.573802542,76.00142625,-0.020527859
2.694037146,75.4641411,0.004398827
2.778103617,74.97570006,0.019550342
2.831867058,74.43841491,0.029814272
2.861192571,73.85228566,0.039589443
2.869990225,73.36384462,0.044477028
2.864125122,72.87540357,0.044477028
2.848484848,72.43580664,0.054740958
2.823069404,72.0450538,0.054740958
2.785923754,71.65430097,0.054740958
2.736070381,71.36123634,0.059628543
2.673509286,71.06817172,0.059628543
2.598240469,70.72626299,0.054740958
2.511241447,70.38435426,0.044477028
2.41544477,69.94475732,0.039589443
2.311827957,69.35862807,0.019550342
2.206256109,68.87018702,-0.005376344
2.100684262,68.28405777,-0.045454545
2.009775171,67.79561673,-0.085532747
1.929618768,67.35601979,-0.125610948
1.849462366,67.06295517,-0.15542522
1.775171065,67.55139621,-0.175464321
1.709677419,70.18897784,-0.180351906
1.652981427,76.53871139,-0.145650049
1.604105572,86.35637635,-0.095307918
1.563049853,97.00439108,-0.035190616
1.528836755,105.7474857,0.024437928
1.499511241,111.6576224,0.079667644
1.474095797,115.6139948,0.124633431
1.449657869,118.2515764,0.149560117
1.42913001,119.7657437,0.179863148
1.410557185,120.1564965,0.195014663
1.388074291,119.7657437,0.209677419
1.362658847,118.8865498,0.214565005
1.336265885,117.6166031,0.219941349
1.308895406,116.2001241,0.22971652
1.282502444,114.4417363,0.234604106
1.257086999,112.439128,0.234604106
1.233626588,110.094611,0.23998045
1.212121212,107.5547176,0.244868035
1.19257087,104.8194478,0.26001955
1.177908113,101.7911133,0.284946237
1.166177908,98.56740242,0.304985337
1.159335288,95.09947102,0.345063539
1.154447703,91.63153962,0.379765396
1.144672532,88.31014052,0.390029326
1.129032258,85.37949427,0.369990225
1.107526882,83.03497726,0.314760508
1.083088954,81.56965413,0.26001955
1.057673509,80.54392795,0.224828935
1.041055718,79.90895459,0.219941349
1.045943304,79.56704586,0.219941349
1.086021505,79.22513713,0.224828935
1.169110459,78.98091661,0.219941349
1.302052786,78.73669609,0.319648094
1.449657869,78.49247557,0.790322581
1.61485826,78.24825504,1.320625611
1.820136852,77.90634631,1.325513196
2.038123167,77.61328169,0.419843597
2.245356794,77.22252885,0.08455523
2.425219941,76.78293192,0.059628543
2.567937439,76.29449087,0.099706745
2.672531769,75.80604983,0.119745846
2.741935484,75.31760879,0.129521017
2.782991202,74.78032364,0.139784946
2.80058651,74.3407267,0.149560117
2.80058651,73.90112976,0.159824047
2.785923754,73.60806514,0.164711632
2.761485826,73.31500051,0.169599218
2.727272727,73.07077999,0.174975562
2.68230694,72.77771537,0.179863148
2.625610948,72.48465074,0.184750733
2.557184751,72.0450538,0.184750733
2.478005865,71.50776865,0.184750733
2.390029326,70.8727953,0.174975562
2.294232649,70.23782194,0.159824047
2.194525904,69.60284859,0.139784946
2.095796676,68.96787523,0.10459433
2.001955034,68.43059009,0.064516129
1.915933529,67.84446083,0.019550342
1.847507331,67.5025521,-0.015151515
1.792766373,67.99099315,-0.035190616
1.732160313,70.97048351,-0.04056696
1.671554252,77.90634631,-0.015151515
1.626588465,88.16360821,0.029814272
1.591397849,98.90931115,0.094819159
1.56402737,107.3593412,0.154936461
1.541544477,113.1229455,0.204789834
1.521994135,116.9816297,0.244868035
1.504398827,119.6680555,0.280058651
1.486803519,121.3775991,0.304985337
1.469208211,122.0614166,0.325024438
1.450635386,121.8660402,0.334799609
1.434017595,121.1822227,0.339687195
1.419354839,120.1564965,0.345063539
1.401759531,118.9353939,0.349951124
1.383186706,117.4212267,0.349951124
1.364613881,115.5651507,0.349951124
1.345063539,113.367166,0.349951124
1.326490714,110.9738049,0.345063539
1.307917889,108.4339115,0.35483871
1.291300098,105.5521093,0.379765396
1.277614858,102.4749308,0.394916911
1.263929619,99.25121988,0.410068426
1.250244379,95.78328848,0.444770283
1.240469208,92.36420118,0.470185728
1.230694037,89.1893344,0.475073314
1.214076246,86.50290867,0.439882698
1.191593353,84.50030039,0.379765396
1.169110459,83.13266547,0.309872923
1.154447703,82.10693928,0.280058651
1.158357771,81.37427772,0.274682307
1.194525904,80.78814847,0.274682307
1.27370479,80.29970742,0.264907136
1.400782014,79.86011049,0.26001955
1.572825024,79.46935765,0.444770283
1.780058651,79.17629303,1.005376344
2.004887586,78.8832284,1.480938416
2.19941349,78.49247557,1.145650049
2.366568915,78.10172273,0.444770283
2.529814272,77.759814,0.129521017
2.668621701,77.32021706,0.099706745
2.776148583,76.73408781,0.119745846
2.852394917,76.19680266,0.129521017
2.902248289,75.56182931,0.144672532
2.928641251,74.97570006,0.154936461
2.936461388,74.43841491,0.164711632
2.928641251,73.85228566,0.169599218
2.908113392,73.41268872,0.174975562
2.87487781,72.97309178,0.184750733
2.833822092,72.53349484,0.184750733
2.784946237,72.24043022,0.189638319
2.724340176,71.84967738,0.189638319
2.65200391,71.50776865,0.189638319
2.568914956,71.06817172,0.184750733
2.477028348,70.53088657,0.164711632
2.379276637,70.09128963,0.144672532
2.279569892,69.65169269,0.119745846
2.181818182,69.26093986,0.079667644
2.088954057,68.82134292,0.039589443
2.004887586,68.38174598,-0.005376344
1.929618768,68.28405777,-0.045454545
1.864125122,69.7493809,-0.065493646
1.813294233,74.43841491,-0.065493646
1.773216031,83.03497726,-0.03030303
1.734115347,93.92721252,0.024437928
1.698924731,104.1844744,0.089931574
1.668621701,111.8041547,0.154936461
1.641251222,116.9816297,0.204789834
1.615835777,120.5960934,0.244868035
1.591397849,123.1359869,0.274682307
1.565004888,124.60131,0.294721408
1.539589443,125.1874393,0.309872923
1.513196481,124.9920628,0.319648094
1.485826002,124.4059336,0.319648094
1.463343109,123.5755838,0.325024438
1.443792766,122.3056371,0.325024438
1.419354839,120.7426258,0.319648094
1.393939394,118.7888616,0.319648094
1.369501466,116.639721,0.319648094
1.345063539,114.2463599,0.325024438
1.321603128,111.5110901,0.334799609
1.300097752,108.4827556,0.359726295
1.28054741,105.2590447,0.37487781
1.264907136,101.7422692,0.399804497
1.249266862,98.12780548,0.430107527
1.232649071,94.51334177,0.450146628
1.219941349,91.09425447,0.434995112
1.206256109,88.31014052,0.394916911
1.187683284,86.06331173,0.325024438
1.169110459,84.35376808,0.269794721
1.159335288,83.18150958,0.249755621
1.171065494,82.3023157,0.249755621
1.218963832,81.71618645,0.249755621
1.312805474,81.37427772,0.23998045
1.456500489,81.03236899,0.284946237
1.643206256,80.73930436,0.62512219
1.861192571,80.44623974,1.260508309
2.089931574,80.10433101,1.450635386
2.31085044,79.66473407,0.790322581
2.485826002,79.22513713,0.219941349
2.62170088,78.78554019,0.079667644
2.742913001,78.29709915,0.089931574
2.839687195,77.759814,0.10459433
2.910068426,77.17368475,0.119745846
2.955034213,76.53871139,0.129521017
2.980449658,75.90373804,0.134897361
2.990224829,75.36645289,0.139784946
2.985337243,74.87801185,0.144672532
2.966764418,74.43841491,0.149560117
2.936461388,73.99881797,0.154936461
2.893450635,73.60806514,0.159824047
2.842619746,73.31500051,0.164711632
2.782991202,72.92424768,0.164711632
2.708699902,72.53349484,0.154936461
2.62170088,72.09389791,0.144672532
2.524926686,71.65430097,0.129521017
2.421309873,71.16585992,0.10459433
2.314760508,70.67741888,0.074780059
2.209188661,70.09128963,0.029814272
2.108504399,69.55400448,-0.015151515
2.016617791,69.11440755,-0.055229717
1.933528837,69.50516038,-0.085532747
1.860215054,72.0450538,-0.095307918
1.796676442,78.24825504,-0.080645161
1.747800587,87.82169948,-0.04056696
1.709677419,98.46971421,0.024437928
1.674486804,107.5547176,0.094819159
1.642228739,114.0509835,0.149560117
1.612903226,118.5446411,0.195014663
1.58455523,121.7195078,0.22971652
1.557184751,123.8198043,0.254643206
1.530791789,124.9432187,0.269794721
1.502443793,125.1874393,0.280058651
1.474095797,124.7966864,0.284946237
1.446725318,124.112869,0.294721408
1.419354839,123.1359869,0.300097752
1.397849462,121.8171961,0.294721408
1.380254154,120.0588083,0.294721408
1.358748778,117.9096677,0.294721408
1.336265885,115.4186184,0.289833822
1.312805474,112.7321927,0.294721408
1.291300098,109.8015464,0.319648094
1.272727273,106.5289914,0.339687195
1.254154448,103.1099041,0.359726295
1.23655914,99.54428451,0.390029326
1.218963832,95.88097669,0.419843597
1.198435973,92.31535707,0.424731183
1.175953079,89.23817851,0.394916911
1.150537634,86.74712919,0.329912023
1.130987292,84.79336502,0.26001955
1.11827957,83.4745742,0.224828935
1.115347019,82.54653622,0.219941349
1.136852395,82.00925107,0.219941349
1.196480938,81.56965413,0.209677419
1.302052786,81.2277454,0.214565005
1.456500489,80.88583668,0.390029326
1.649071359,80.54392795,0.950146628
1.866080156,80.25086332,1.395894428
2.08797654,79.86011049,1.020527859
2.296187683,79.42051355,0.329912023
2.476050831,78.98091661,0.054740958
2.608993157,78.49247557,0.034701857
2.7028348,77.90634631,0.044477028
2.781036168,77.32021706,0.044477028
2.836754643,76.68524371,0.049853372
2.871945259,76.00142625,0.054740958
2.890518084,75.36645289,0.059628543
2.894428152,74.78032364,0.064516129
2.884652981,74.2918826,0.069892473
2.862170088,73.85228566,0.074780059
2.826001955,73.51037693,0.064516129
2.7771261,73.07077999,0.064516129
2.714565005,72.72887126,0.064516129
2.638318671,72.38696253,0.059628543
2.561094819,71.9962097,0.054740958
2.481915934,71.55661276,0.039589443
2.390029326,70.97048351,0.019550342
2.289345064,70.43319836,-0.005376344
2.18572825,69.7493809,-0.045454545
2.085043988,69.11440755,-0.085532747
1.989247312,68.47943419,-0.130498534
1.901270772,68.08868136,-0.16568915
1.824046921,68.96787523,-0.175464321
1.757575758,72.77771537,-0.170576735
1.700879765,80.49508384,-0.140273705
1.653958944,90.94772216,-0.085532747
1.619745846,101.3026723,-0.020527859
1.593352884,109.3131054,0.039589443
1.565982405,114.6371127,0.08455523
1.539589443,118.2027323,0.124633431
1.514173998,120.5472493,0.159824047
1.488758553,122.0614166,0.174975562
1.462365591,122.5498576,0.179863148
1.43597263,122.4521694,0.184750733
1.408602151,121.8171961,0.189638319
1.380254154,120.8891581,0.189638319
1.351906158,119.6680555,0.195014663
1.323558162,118.1050441,0.195014663
1.296187683,116.2489682,0.199902248
1.275659824,114.0509835,0.199902248
1.26001955,111.5599342,0.214565005
1.241446725,108.7269761,0.23998045
1.2228739,105.5521093,0.254643206
1.203323558,102.0353338,0.274682307
1.183773216,98.46971421,0.314760508
1.165200391,94.9040946,0.334799609
1.145650049,91.63153962,0.325024438
1.124144673,88.74973746,0.280058651
1.100684262,86.35637635,0.204789834
1.073313783,84.5491445,0.159824047
1.046920821,83.37688599,0.144672532
1.031280547,82.69306853,0.139784946
1.035190616,82.25347159,0.134897361
1.064516129,81.71618645,0.124633431
1.134897361,81.03236899,0.159824047
1.252199413,80.25086332,0.464809384
1.41544477,79.56704586,1.055229717
1.61485826,79.02976071,1.210654936
1.833822092,78.68785198,0.504887586
